epoch,datetime_utc,open,high,low,close
1769212800,2026-01-24 00:00:00,244084.67,245676.63,242262.43,243274.81
1769227200,2026-01-24 04:00:00,243283.29,243450.99,241199.43,241935.54
1769241600,2026-01-24 08:00:00,241956.12,243093.98,238925.81,241732.37
1769256000,2026-01-24 12:00:00,241735.89,244852.42,241168.14,243835.8
1769270400,2026-01-24 16:00:00,243811.43,244354.82,241936.28,244012.49
1769284800,2026-01-24 20:00:00,243986.04,247552.11,243407.45,247118.11
1769299200,2026-01-25 00:00:00,247133.96,249449.88,246507.35,246962.34
1769313600,2026-01-25 04:00:00,246972.91,250225.03,245879.91,249456.53
1769328000,2026-01-25 08:00:00,249472.89,253077.04,249112.93,252039.75
1769342400,2026-01-25 12:00:00,252001.57,253357.75,249325.65,250178.18
1769356800,2026-01-25 16:00:00,250164.45,250481.76,244483.5,248140.06
1769371200,2026-01-25 20:00:00,248107.2,249625.1,246238.91,247619.02
1769385600,2026-01-26 00:00:00,247569.47,248213.91,243812.81,247073.45
1769400000,2026-01-26 04:00:00,247093.25,250723.39,245903.18,249832.88
1769414400,2026-01-26 08:00:00,249835.4,253374.36,249482.46,252294.56
1769428800,2026-01-26 12:00:00,252283.62,253502.41,248920.35,253328.28
1769443200,2026-01-26 16:00:00,253301.59,253322.29,246817.09,247273.18
1769457600,2026-01-26 20:00:00,247266.62,248461.65,246163.11,247253.44
1769472000,2026-01-27 00:00:00,247257.99,250621.63,246710.53,249406.97
1769486400,2026-01-27 04:00:00,249421.99,250257.55,246247.57,249252.94
1769500800,2026-01-27 08:00:00,249255.78,252696.09,248317.57,252602
1769515200,2026-01-27 12:00:00,252596.68,253246.91,250104.41,250830.41
1769529600,2026-01-27 16:00:00,250854.38,251989.31,244104.13,245382.33
1769544000,2026-01-27 20:00:00,245388.37,245975.63,242504.83,242621.67
1769558400,2026-01-28 00:00:00,242635.8,244515.14,239131.81,239829.46
1769572800,2026-01-28 04:00:00,239843.55,240709.45,235975.15,238099.87
1769587200,2026-01-28 08:00:00,238100.1,239240.25,235366.23,235896.63
1769601600,2026-01-28 12:00:00,235895.79,237215.42,234889.19,235333.86
1769616000,2026-01-28 16:00:00,235342.41,239858.67,234452.97,236368.11
1769630400,2026-01-28 20:00:00,236371.47,236639.9,233473.89,234499.26
1769644800,2026-01-29 00:00:00,234471.93,235229.25,229835.8,230001.88
1769659200,2026-01-29 04:00:00,229987.72,232141.97,229914.88,230381.74
1769673600,2026-01-29 08:00:00,230385.72,231656.02,229299.32,230540.2
1769688000,2026-01-29 12:00:00,230513.92,231002.2,226572.95,227015.83
1769702400,2026-01-29 16:00:00,227003.4,228309.7,225346.42,227995.26
1769716800,2026-01-29 20:00:00,227998.31,228838.93,226482.6,228367.19
1769731200,2026-01-30 00:00:00,228362.69,229325.03,223762.6,224277.87
1769745600,2026-01-30 04:00:00,224309.44,226554.8,223033.49,224051.72
1769760000,2026-01-30 08:00:00,224020.93,225707.2,221565.27,222603.64
1769774400,2026-01-30 12:00:00,222613.8,224931.9,220895.57,224289.05
1769788800,2026-01-30 16:00:00,224300.06,224725.57,220320.75,221281.5
1769803200,2026-01-30 20:00:00,221259.89,221523.8,218567.9,220760.26
1769817600,2026-01-31 00:00:00,220799.55,223275.72,220621.41,223239.26
